"DOID:0050744","DOID:0050745","DOID:0050746","DOID:0050771","DOID:0050861","DOID:0050865","DOID:0050866","DOID:0050902","DOID:0050934","DOID:0060058","DOID:0060119","DOID:0060318","DOID:0070004","DOID:10283","DOID:1040","DOID:10534","DOID:11054","DOID:1115","DOID:11934","DOID:1240","DOID:13223","DOID:1324","DOID:1380","DOID:1612","DOID:1749","DOID:1785","DOID:1793","DOID:1909","DOID:1993","DOID:1996","DOID:2025","DOID:2101","DOID:219","DOID:234","DOID:2394","DOID:255","DOID:263","DOID:2671","DOID:2725","DOID:2870","DOID:2998","DOID:3068","DOID:3070","DOID:3121","DOID:3181","DOID:3246","DOID:3247","DOID:3302","DOID:3305","DOID:3308","DOID:3347","DOID:3355","DOID:3369","DOID:3371","DOID:3498","DOID:3565","DOID:3571","DOID:3594","DOID:3717","DOID:3744","DOID:3748","DOID:3829","DOID:3907","DOID:3910","DOID:3948","DOID:4006","DOID:4074","DOID:4085","DOID:4226","DOID:4362","DOID:4450","DOID:4465","DOID:4467","DOID:4531","DOID:4897","DOID:4927","DOID:4928","DOID:4947","DOID:5041","DOID:5520","DOID:6039","DOID:6271","DOID:684","DOID:687","DOID:707","DOID:7474","DOID:768","DOID:769","DOID:7693","DOID:7910","DOID:8527","DOID:8552","DOID:8567","DOID:8649","DOID:8692","DOID:8864","DOID:8923","DOID:9036","DOID:9119","DOID:9253","DOID:9256","DOID:9538","DOID:9952"
0.206873557102869,0.185269140043217,0.185269140043217,0.148976520421494,0.206873557102869,0.238224860376036,0.284037401363075,0.206873557102869,0.170310041403733,0.284037401363075,0.351665478053376,0.185269140043217,0.238224860376036,0.284037401363075,0.206873557102869,0.351665478053376,0.351665478053376,0.274166873716867,0.453010235567401,0.284037401363075,0.078342403747824,0.351665478053376,0.238224860376036,0.351665478053376,0.212831890191799,0.351665478053376,0.351665478053376,0.274166873716867,0.206873557102869,0.185269140043217,0.206873557102869,0.206873557102869,0.206873557102869,0.170310041403733,0.284037401363075,0.148976520421494,0.351665478053376,0.212831890191799,0.078342403747824,0.185269140043217,0.284037401363075,0.171902619932726,0.274166873716867,0.284037401363075,0.212831890191799,0.323546929785103,0.372579865945962,0.490223176474009,0.154252543182844,0.171902619932726,0.564515588188714,1,0.564515588188714,0.673076438978573,0.206873557102869,0.284037401363075,0.351665478053376,0.238224860376036,0.238224860376036,0.206873557102869,0.238224860376036,0.115648378688694,0.206873557102869,0.206873557102869,0.238224860376036,0.238224860376036,0.238224860376036,0.171902619932726,0.185269140043217,0.284037401363075,0.238224860376036,0.206873557102869,0.206873557102869,0.206873557102869,0.238224860376036,0.159917910029103,0.170310041403733,0.185269140043217,0.351665478053376,0.284037401363075,0.206873557102869,0.186060252085667,0.238224860376036,0.284037401363075,0.206873557102869,0.564515588188714,0.185269140043217,0.238224860376036,0.0322586368373393,0.238224860376036,0.206873557102869,0.206873557102869,0.238224860376036,0.284037401363075,0.238224860376036,0.185269140043217,0.284037401363075,0.238224860376036,0.206873557102869,0.351665478053376,0.238224860376036,0.206873557102869,0.206873557102869
0.163074998260921,0.142026451563498,0.142026451563498,0.132409048462471,0.163074998260921,0.19361341827272,0.238224860376036,0.163074998260921,0.127450189525895,0.238224860376036,0.304051121218363,0.142026451563498,0.19361341827272,0.238224860376036,0.163074998260921,0.304051121218363,0.304051121218363,0.243677156414128,0.402631596345066,0.238224860376036,0.0636715268145186,0.304051121218363,0.19361341827272,0.304051121218363,0.184015147583005,0.304051121218363,0.304051121218363,0.243677156414128,0.163074998260921,0.142026451563498,0.163074998260921,0.163074998260921,0.163074998260921,0.127450189525895,0.238224860376036,0.132409048462471,0.304051121218363,0.184015147583005,0.0636715268145186,0.142026451563498,0.238224860376036,0.144176356477088,0.243677156414128,0.238224860376036,0.184015147583005,0.255046685284169,0.302808285044318,0.574132130058704,0.129549753265667,0.144176356477088,0.681647618741698,0.564515588188714,1,0.564515588188714,0.163074998260921,0.238224860376036,0.304051121218363,0.19361341827272,0.19361341827272,0.163074998260921,0.19361341827272,0.0999899660382537,0.163074998260921,0.163074998260921,0.19361341827272,0.19361341827272,0.19361341827272,0.144176356477088,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.163074998260921,0.163074998260921,0.19361341827272,0.117323026763923,0.127450189525895,0.142026451563498,0.304051121218363,0.238224860376036,0.163074998260921,0.146860142269342,0.19361341827272,0.238224860376036,0.163074998260921,0.458800951860886,0.142026451563498,0.19361341827272,0.0262176875118606,0.19361341827272,0.163074998260921,0.163074998260921,0.19361341827272,0.238224860376036,0.19361341827272,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.304051121218363,0.19361341827272,0.163074998260921,0.163074998260921
0.206873557102869,0.185269140043217,0.185269140043217,0.148976520421494,0.206873557102869,0.238224860376036,0.284037401363075,0.206873557102869,0.170310041403733,0.284037401363075,0.351665478053376,0.185269140043217,0.238224860376036,0.284037401363075,0.206873557102869,0.351665478053376,0.351665478053376,0.274166873716867,0.453010235567401,0.284037401363075,0.078342403747824,0.351665478053376,0.238224860376036,0.351665478053376,0.212831890191799,0.351665478053376,0.351665478053376,0.274166873716867,0.206873557102869,0.185269140043217,0.206873557102869,0.206873557102869,0.206873557102869,0.170310041403733,0.284037401363075,0.148976520421494,0.351665478053376,0.212831890191799,0.078342403747824,0.185269140043217,0.284037401363075,0.171902619932726,0.274166873716867,0.284037401363075,0.212831890191799,0.323546929785103,0.372579865945962,0.490223176474009,0.154252543182844,0.171902619932726,0.564515588188714,0.673076438978573,0.564515588188714,1,0.206873557102869,0.284037401363075,0.351665478053376,0.238224860376036,0.238224860376036,0.206873557102869,0.238224860376036,0.115648378688694,0.206873557102869,0.206873557102869,0.238224860376036,0.238224860376036,0.238224860376036,0.171902619932726,0.185269140043217,0.284037401363075,0.238224860376036,0.206873557102869,0.206873557102869,0.206873557102869,0.238224860376036,0.159917910029103,0.170310041403733,0.185269140043217,0.351665478053376,0.284037401363075,0.206873557102869,0.186060252085667,0.238224860376036,0.284037401363075,0.206873557102869,0.564515588188714,0.185269140043217,0.238224860376036,0.0322586368373393,0.238224860376036,0.206873557102869,0.206873557102869,0.238224860376036,0.284037401363075,0.238224860376036,0.185269140043217,0.284037401363075,0.238224860376036,0.206873557102869,0.351665478053376,0.238224860376036,0.206873557102869,0.206873557102869
0.133086930698233,0.11241482621018,0.11241482621018,0.1210836969317,0.133086930698233,0.163074998260921,0.206873557102869,0.133086930698233,0.0980978720008218,0.206873557102869,0.271481053610807,0.11241482621018,0.163074998260921,0.206873557102869,0.133086930698233,0.271481053610807,0.271481053610807,0.222834702756658,0.368193282506597,0.206873557102869,0.053628690703256,0.271481053610807,0.163074998260921,0.271481053610807,0.164303377491262,0.424592019495871,0.643321970760248,0.222834702756658,0.133086930698233,0.11241482621018,0.133086930698233,0.133086930698233,0.133086930698233,0.0980978720008218,0.206873557102869,0.1210836969317,0.271481053610807,0.164303377491262,0.053628690703256,0.11241482621018,0.206873557102869,0.125202196225305,0.222834702756658,0.206873557102869,0.164303377491262,0.133086930698233,0.163074998260921,0.133086930698233,0.112605750670086,0.125202196225305,0.163074998260921,0.206873557102869,0.163074998260921,0.206873557102869,1,0.206873557102869,0.271481053610807,0.163074998260921,0.163074998260921,0.133086930698233,0.163074998260921,0.0892790042075809,0.133086930698233,0.133086930698233,0.255046685284169,0.163074998260921,0.842271159281001,0.125202196225305,0.11241482621018,0.206873557102869,0.163074998260921,0.133086930698233,0.133086930698233,0.133086930698233,0.163074998260921,0.0881502033722786,0.0980978720008218,0.11241482621018,0.271481053610807,0.206873557102869,0.133086930698233,0.119961325976145,0.163074998260921,0.206873557102869,0.133086930698233,0.163074998260921,0.11241482621018,0.163074998260921,0.0220824020542819,0.163074998260921,0.133086930698233,0.133086930698233,0.163074998260921,0.206873557102869,0.163074998260921,0.11241482621018,0.206873557102869,0.163074998260921,0.133086930698233,0.271481053610807,0.163074998260921,0.133086930698233,0.133086930698233
0.206873557102869,0.185269140043217,0.185269140043217,0.148976520421494,0.206873557102869,0.238224860376036,0.284037401363075,0.490223176474009,0.170310041403733,0.284037401363075,0.351665478053376,0.185269140043217,0.238224860376036,0.284037401363075,0.206873557102869,0.351665478053376,0.351665478053376,0.274166873716867,0.453010235567401,0.284037401363075,0.078342403747824,0.351665478053376,0.238224860376036,0.351665478053376,0.212831890191799,0.351665478053376,0.351665478053376,0.274166873716867,0.206873557102869,0.185269140043217,0.206873557102869,0.206873557102869,0.206873557102869,0.170310041403733,0.284037401363075,0.148976520421494,0.351665478053376,0.212831890191799,0.078342403747824,0.185269140043217,0.284037401363075,0.171902619932726,0.274166873716867,0.284037401363075,0.212831890191799,0.206873557102869,0.238224860376036,0.206873557102869,0.154252543182844,0.171902619932726,0.238224860376036,0.284037401363075,0.238224860376036,0.284037401363075,0.206873557102869,1,0.351665478053376,0.238224860376036,0.238224860376036,0.206873557102869,0.238224860376036,0.115648378688694,0.206873557102869,0.206873557102869,0.238224860376036,0.238224860376036,0.238224860376036,0.171902619932726,0.185269140043217,0.284037401363075,0.238224860376036,0.206873557102869,0.206873557102869,0.206873557102869,0.238224860376036,0.159917910029103,0.170310041403733,0.185269140043217,0.351665478053376,0.284037401363075,0.323546929785103,0.186060252085667,0.238224860376036,0.284037401363075,0.206873557102869,0.238224860376036,0.28975796754489,0.372579865945962,0.0322586368373393,0.238224860376036,0.206873557102869,0.206873557102869,0.238224860376036,0.284037401363075,0.238224860376036,0.185269140043217,0.284037401363075,0.238224860376036,0.206873557102869,0.351665478053376,0.238224860376036,0.206873557102869,0.206873557102869
0.271481053610807,0.249043530364504,0.249043530364504,0.173472727049999,0.424592019495871,0.47553108355459,0.549999174998487,0.271481053610807,0.233510808684412,0.351665478053376,0.659999251998354,0.249043530364504,0.304051121218363,0.351665478053376,0.271481053610807,0.659999251998354,0.421998728397202,0.319248127932352,0.527498700621427,0.351665478053376,0.0999899660382537,0.421998728397202,0.304051121218363,0.421998728397202,0.255398361876396,0.421998728397202,0.421998728397202,0.319248127932352,0.424592019495871,0.38950009252372,0.271481053610807,0.271481053610807,0.424592019495871,0.365207164605913,0.351665478053376,0.173472727049999,0.421998728397202,0.255398361876396,0.0999899660382537,0.249043530364504,0.351665478053376,0.212831890191799,0.319248127932352,0.549999174998487,0.255398361876396,0.271481053610807,0.304051121218363,0.271481053610807,0.190595686052619,0.212831890191799,0.304051121218363,0.351665478053376,0.304051121218363,0.351665478053376,0.271481053610807,0.351665478053376,1,0.304051121218363,0.47553108355459,0.271481053610807,0.47553108355459,0.138778105311832,0.271481053610807,0.271481053610807,0.304051121218363,0.304051121218363,0.304051121218363,0.212831890191799,0.249043530364504,0.351665478053376,0.304051121218363,0.271481053610807,0.271481053610807,0.424592019495871,0.47553108355459,0.348333224248546,0.365207164605913,0.38950009252372,0.659999251998354,0.351665478053376,0.271481053610807,0.381139564634915,0.720502458320628,0.833333027777218,0.271481053610807,0.304051121218363,0.249043530364504,0.304051121218363,0.041172338956928,0.304051121218363,0.271481053610807,0.271481053610807,0.304051121218363,0.549999174998487,0.304051121218363,0.249043530364504,0.351665478053376,0.47553108355459,0.271481053610807,0.659999251998354,0.47553108355459,0.271481053610807,0.271481053610807
0.163074998260921,0.142026451563498,0.142026451563498,0.132409048462471,0.163074998260921,0.19361341827272,0.238224860376036,0.163074998260921,0.302015577179498,0.238224860376036,0.304051121218363,0.142026451563498,0.19361341827272,0.372579865945962,0.163074998260921,0.304051121218363,0.304051121218363,0.243677156414128,0.402631596345066,0.238224860376036,0.0636715268145186,0.304051121218363,0.458800951860886,0.304051121218363,0.184015147583005,0.304051121218363,0.304051121218363,0.243677156414128,0.163074998260921,0.142026451563498,0.842271159281001,0.386434809603095,0.163074998260921,0.127450189525895,0.564515588188714,0.132409048462471,0.304051121218363,0.184015147583005,0.0636715268145186,0.336556586563495,0.372579865945962,0.144176356477088,0.243677156414128,0.238224860376036,0.184015147583005,0.163074998260921,0.19361341827272,0.163074998260921,0.129549753265667,0.144176356477088,0.19361341827272,0.238224860376036,0.19361341827272,0.238224860376036,0.163074998260921,0.238224860376036,0.304051121218363,1,0.19361341827272,0.386434809603095,0.19361341827272,0.0999899660382537,0.163074998260921,0.163074998260921,0.19361341827272,0.19361341827272,0.19361341827272,0.144176356477088,0.336556586563495,0.564515588188714,0.19361341827272,0.163074998260921,0.163074998260921,0.163074998260921,0.19361341827272,0.117323026763923,0.127450189525895,0.142026451563498,0.304051121218363,0.238224860376036,0.163074998260921,0.146860142269342,0.19361341827272,0.238224860376036,0.163074998260921,0.19361341827272,0.142026451563498,0.19361341827272,0.0262176875118606,0.19361341827272,0.163074998260921,0.163074998260921,0.19361341827272,0.238224860376036,0.19361341827272,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.304051121218363,0.19361341827272,0.163074998260921,0.163074998260921
0.163074998260921,0.142026451563498,0.142026451563498,0.132409048462471,0.255046685284169,0.302808285044318,0.372579865945962,0.163074998260921,0.127450189525895,0.238224860376036,0.47553108355459,0.142026451563498,0.19361341827272,0.238224860376036,0.163074998260921,0.720502458320628,0.304051121218363,0.243677156414128,0.402631596345066,0.238224860376036,0.0636715268145186,0.304051121218363,0.19361341827272,0.304051121218363,0.184015147583005,0.304051121218363,0.304051121218363,0.243677156414128,0.255046685284169,0.222127095387026,0.163074998260921,0.163074998260921,0.255046685284169,0.19933005503032,0.238224860376036,0.132409048462471,0.304051121218363,0.184015147583005,0.0636715268145186,0.142026451563498,0.238224860376036,0.144176356477088,0.243677156414128,0.372579865945962,0.184015147583005,0.163074998260921,0.19361341827272,0.163074998260921,0.129549753265667,0.144176356477088,0.19361341827272,0.238224860376036,0.19361341827272,0.238224860376036,0.163074998260921,0.238224860376036,0.47553108355459,0.19361341827272,1,0.163074998260921,0.302808285044318,0.0999899660382537,0.163074998260921,0.163074998260921,0.19361341827272,0.19361341827272,0.19361341827272,0.144176356477088,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.163074998260921,0.255046685284169,0.302808285044318,0.183491334678832,0.19933005503032,0.222127095387026,0.47553108355459,0.238224860376036,0.163074998260921,0.758522542391549,0.302808285044318,0.372579865945962,0.163074998260921,0.19361341827272,0.142026451563498,0.19361341827272,0.0262176875118606,0.19361341827272,0.163074998260921,0.163074998260921,0.19361341827272,0.372579865945962,0.19361341827272,0.142026451563498,0.238224860376036,0.302808285044318,0.163074998260921,0.47553108355459,0.302808285044318,0.163074998260921,0.163074998260921
0.133086930698233,0.11241482621018,0.11241482621018,0.1210836969317,0.133086930698233,0.163074998260921,0.206873557102869,0.133086930698233,0.23246011279088,0.206873557102869,0.271481053610807,0.11241482621018,0.163074998260921,0.323546929785103,0.133086930698233,0.271481053610807,0.271481053610807,0.222834702756658,0.368193282506597,0.206873557102869,0.053628690703256,0.271481053610807,0.386434809603095,0.271481053610807,0.164303377491262,0.271481053610807,0.271481053610807,0.222834702756658,0.133086930698233,0.11241482621018,0.315372823998099,0.315372823998099,0.133086930698233,0.0980978720008218,0.490223176474009,0.1210836969317,0.271481053610807,0.164303377491262,0.053628690703256,0.266386646796648,0.323546929785103,0.125202196225305,0.222834702756658,0.206873557102869,0.164303377491262,0.133086930698233,0.163074998260921,0.133086930698233,0.112605750670086,0.125202196225305,0.163074998260921,0.206873557102869,0.163074998260921,0.206873557102869,0.133086930698233,0.206873557102869,0.271481053610807,0.386434809603095,0.163074998260921,1,0.163074998260921,0.0892790042075809,0.133086930698233,0.133086930698233,0.163074998260921,0.163074998260921,0.163074998260921,0.125202196225305,0.266386646796648,0.728332100315302,0.163074998260921,0.133086930698233,0.133086930698233,0.133086930698233,0.163074998260921,0.0881502033722786,0.0980978720008218,0.11241482621018,0.271481053610807,0.206873557102869,0.133086930698233,0.119961325976145,0.163074998260921,0.206873557102869,0.133086930698233,0.163074998260921,0.11241482621018,0.163074998260921,0.0220824020542819,0.163074998260921,0.133086930698233,0.133086930698233,0.163074998260921,0.206873557102869,0.163074998260921,0.11241482621018,0.206873557102869,0.163074998260921,0.133086930698233,0.271481053610807,0.163074998260921,0.133086930698233,0.133086930698233
0.163074998260921,0.142026451563498,0.142026451563498,0.132409048462471,0.255046685284169,0.302808285044318,0.372579865945962,0.163074998260921,0.127450189525895,0.238224860376036,0.47553108355459,0.142026451563498,0.19361341827272,0.238224860376036,0.163074998260921,0.47553108355459,0.304051121218363,0.243677156414128,0.402631596345066,0.238224860376036,0.0636715268145186,0.304051121218363,0.19361341827272,0.304051121218363,0.184015147583005,0.304051121218363,0.304051121218363,0.243677156414128,0.255046685284169,0.222127095387026,0.163074998260921,0.163074998260921,0.255046685284169,0.19933005503032,0.238224860376036,0.132409048462471,0.304051121218363,0.184015147583005,0.0636715268145186,0.142026451563498,0.238224860376036,0.144176356477088,0.243677156414128,0.372579865945962,0.184015147583005,0.163074998260921,0.19361341827272,0.163074998260921,0.129549753265667,0.144176356477088,0.19361341827272,0.238224860376036,0.19361341827272,0.238224860376036,0.163074998260921,0.238224860376036,0.47553108355459,0.19361341827272,0.302808285044318,0.163074998260921,1,0.0999899660382537,0.163074998260921,0.163074998260921,0.19361341827272,0.19361341827272,0.19361341827272,0.144176356477088,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.163074998260921,0.255046685284169,0.302808285044318,0.183491334678832,0.19933005503032,0.222127095387026,0.720502458320628,0.238224860376036,0.163074998260921,0.229686910229041,0.302808285044318,0.372579865945962,0.163074998260921,0.19361341827272,0.142026451563498,0.19361341827272,0.0262176875118606,0.19361341827272,0.163074998260921,0.163074998260921,0.19361341827272,0.372579865945962,0.19361341827272,0.142026451563498,0.238224860376036,0.302808285044318,0.163074998260921,0.47553108355459,0.302808285044318,0.163074998260921,0.163074998260921
0.0892790042075809,0.0819002213950383,0.0819002213950383,0.319248127932352,0.0892790042075809,0.0999899660382537,0.115648378688694,0.0892790042075809,0.0767921451378269,0.115648378688694,0.138778105311832,0.0819002213950383,0.0999899660382537,0.115648378688694,0.0892790042075809,0.138778105311832,0.138778105311832,0.173472727049999,0.173472727049999,0.115648378688694,0.304051121218363,0.138778105311832,0.0999899660382537,0.138778105311832,0.138778105311832,0.138778105311832,0.138778105311832,0.173472727049999,0.0892790042075809,0.0819002213950383,0.0892790042075809,0.0892790042075809,0.0892790042075809,0.0767921451378269,0.115648378688694,0.319248127932352,0.138778105311832,0.138778105311832,0.304051121218363,0.0819002213950383,0.115648378688694,0.115648378688694,0.173472727049999,0.115648378688694,0.138778105311832,0.0892790042075809,0.0999899660382537,0.0892790042075809,0.103565692421286,0.115648378688694,0.0999899660382537,0.115648378688694,0.0999899660382537,0.115648378688694,0.0892790042075809,0.115648378688694,0.138778105311832,0.0999899660382537,0.0999899660382537,0.0892790042075809,0.0999899660382537,1,0.0892790042075809,0.0892790042075809,0.0999899660382537,0.0999899660382537,0.0999899660382537,0.115648378688694,0.0819002213950383,0.115648378688694,0.0999899660382537,0.0892790042075809,0.0892790042075809,0.0892790042075809,0.0999899660382537,0.0732440600985637,0.0767921451378269,0.0819002213950383,0.138778105311832,0.115648378688694,0.0892790042075809,0.0801422524029493,0.0999899660382537,0.115648378688694,0.0892790042075809,0.0999899660382537,0.0819002213950383,0.0999899660382537,0.041172338956928,0.0999899660382537,0.0892790042075809,0.0892790042075809,0.0999899660382537,0.115648378688694,0.0999899660382537,0.0819002213950383,0.115648378688694,0.0999899660382537,0.0892790042075809,0.138778105311832,0.0999899660382537,0.0892790042075809,0.0892790042075809
0.133086930698233,0.11241482621018,0.11241482621018,0.1210836969317,0.133086930698233,0.163074998260921,0.206873557102869,0.133086930698233,0.0980978720008218,0.206873557102869,0.271481053610807,0.11241482621018,0.163074998260921,0.206873557102869,0.133086930698233,0.271481053610807,0.271481053610807,0.222834702756658,0.368193282506597,0.206873557102869,0.053628690703256,0.643321970760248,0.163074998260921,0.271481053610807,0.164303377491262,0.271481053610807,0.271481053610807,0.222834702756658,0.133086930698233,0.11241482621018,0.133086930698233,0.133086930698233,0.133086930698233,0.0980978720008218,0.206873557102869,0.1210836969317,0.271481053610807,0.164303377491262,0.053628690703256,0.11241482621018,0.206873557102869,0.125202196225305,0.222834702756658,0.206873557102869,0.164303377491262,0.133086930698233,0.163074998260921,0.133086930698233,0.112605750670086,0.125202196225305,0.163074998260921,0.206873557102869,0.163074998260921,0.206873557102869,0.133086930698233,0.206873557102869,0.271481053610807,0.163074998260921,0.163074998260921,0.133086930698233,0.163074998260921,0.0892790042075809,1,0.687384851140685,0.163074998260921,0.163074998260921,0.163074998260921,0.125202196225305,0.11241482621018,0.206873557102869,0.163074998260921,0.133086930698233,0.133086930698233,0.133086930698233,0.163074998260921,0.0881502033722786,0.0980978720008218,0.11241482621018,0.271481053610807,0.206873557102869,0.133086930698233,0.119961325976145,0.163074998260921,0.206873557102869,0.133086930698233,0.163074998260921,0.11241482621018,0.163074998260921,0.0220824020542819,0.255046685284169,0.133086930698233,0.133086930698233,0.163074998260921,0.206873557102869,0.163074998260921,0.11241482621018,0.206873557102869,0.163074998260921,0.133086930698233,0.271481053610807,0.163074998260921,0.133086930698233,0.133086930698233
0.133086930698233,0.11241482621018,0.11241482621018,0.1210836969317,0.133086930698233,0.163074998260921,0.206873557102869,0.133086930698233,0.0980978720008218,0.206873557102869,0.271481053610807,0.11241482621018,0.163074998260921,0.206873557102869,0.133086930698233,0.271481053610807,0.271481053610807,0.222834702756658,0.368193282506597,0.206873557102869,0.053628690703256,0.643321970760248,0.163074998260921,0.271481053610807,0.164303377491262,0.271481053610807,0.271481053610807,0.222834702756658,0.133086930698233,0.11241482621018,0.133086930698233,0.133086930698233,0.133086930698233,0.0980978720008218,0.206873557102869,0.1210836969317,0.271481053610807,0.164303377491262,0.053628690703256,0.11241482621018,0.206873557102869,0.125202196225305,0.222834702756658,0.206873557102869,0.164303377491262,0.133086930698233,0.163074998260921,0.133086930698233,0.112605750670086,0.125202196225305,0.163074998260921,0.206873557102869,0.163074998260921,0.206873557102869,0.133086930698233,0.206873557102869,0.271481053610807,0.163074998260921,0.163074998260921,0.133086930698233,0.163074998260921,0.0892790042075809,0.687384851140685,1,0.163074998260921,0.163074998260921,0.163074998260921,0.125202196225305,0.11241482621018,0.206873557102869,0.163074998260921,0.133086930698233,0.133086930698233,0.133086930698233,0.163074998260921,0.0881502033722786,0.0980978720008218,0.11241482621018,0.271481053610807,0.206873557102869,0.133086930698233,0.119961325976145,0.163074998260921,0.206873557102869,0.133086930698233,0.163074998260921,0.11241482621018,0.163074998260921,0.0220824020542819,0.255046685284169,0.133086930698233,0.133086930698233,0.163074998260921,0.206873557102869,0.163074998260921,0.11241482621018,0.206873557102869,0.163074998260921,0.133086930698233,0.271481053610807,0.163074998260921,0.133086930698233,0.133086930698233
0.163074998260921,0.142026451563498,0.142026451563498,0.132409048462471,0.163074998260921,0.19361341827272,0.238224860376036,0.163074998260921,0.127450189525895,0.238224860376036,0.304051121218363,0.142026451563498,0.19361341827272,0.238224860376036,0.163074998260921,0.304051121218363,0.304051121218363,0.243677156414128,0.402631596345066,0.238224860376036,0.0636715268145186,0.304051121218363,0.19361341827272,0.304051121218363,0.184015147583005,0.47553108355459,0.47553108355459,0.243677156414128,0.163074998260921,0.142026451563498,0.163074998260921,0.163074998260921,0.163074998260921,0.127450189525895,0.238224860376036,0.132409048462471,0.304051121218363,0.184015147583005,0.0636715268145186,0.142026451563498,0.238224860376036,0.144176356477088,0.243677156414128,0.238224860376036,0.184015147583005,0.163074998260921,0.19361341827272,0.163074998260921,0.129549753265667,0.144176356477088,0.19361341827272,0.238224860376036,0.19361341827272,0.238224860376036,0.255046685284169,0.238224860376036,0.304051121218363,0.19361341827272,0.19361341827272,0.163074998260921,0.19361341827272,0.0999899660382537,0.163074998260921,0.163074998260921,1,0.19361341827272,0.302808285044318,0.144176356477088,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.163074998260921,0.163074998260921,0.19361341827272,0.117323026763923,0.127450189525895,0.142026451563498,0.304051121218363,0.238224860376036,0.163074998260921,0.146860142269342,0.19361341827272,0.238224860376036,0.163074998260921,0.19361341827272,0.142026451563498,0.19361341827272,0.0262176875118606,0.19361341827272,0.163074998260921,0.163074998260921,0.19361341827272,0.238224860376036,0.19361341827272,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.304051121218363,0.19361341827272,0.163074998260921,0.163074998260921
0.163074998260921,0.142026451563498,0.142026451563498,0.132409048462471,0.163074998260921,0.19361341827272,0.238224860376036,0.163074998260921,0.127450189525895,0.238224860376036,0.304051121218363,0.142026451563498,0.19361341827272,0.238224860376036,0.163074998260921,0.304051121218363,0.720502458320628,0.243677156414128,0.402631596345066,0.238224860376036,0.0636715268145186,0.304051121218363,0.19361341827272,0.304051121218363,0.184015147583005,0.304051121218363,0.304051121218363,0.243677156414128,0.163074998260921,0.142026451563498,0.163074998260921,0.163074998260921,0.163074998260921,0.127450189525895,0.238224860376036,0.132409048462471,0.47553108355459,0.184015147583005,0.0636715268145186,0.142026451563498,0.238224860376036,0.144176356477088,0.243677156414128,0.238224860376036,0.184015147583005,0.163074998260921,0.19361341827272,0.163074998260921,0.129549753265667,0.144176356477088,0.19361341827272,0.238224860376036,0.19361341827272,0.238224860376036,0.163074998260921,0.238224860376036,0.304051121218363,0.19361341827272,0.19361341827272,0.163074998260921,0.19361341827272,0.0999899660382537,0.163074998260921,0.163074998260921,0.19361341827272,1,0.19361341827272,0.144176356477088,0.142026451563498,0.238224860376036,0.302808285044318,0.255046685284169,0.255046685284169,0.163074998260921,0.19361341827272,0.117323026763923,0.127450189525895,0.142026451563498,0.304051121218363,0.238224860376036,0.163074998260921,0.146860142269342,0.19361341827272,0.238224860376036,0.163074998260921,0.19361341827272,0.142026451563498,0.19361341827272,0.0262176875118606,0.19361341827272,0.163074998260921,0.163074998260921,0.19361341827272,0.238224860376036,0.19361341827272,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.304051121218363,0.19361341827272,0.163074998260921,0.163074998260921
0.163074998260921,0.142026451563498,0.142026451563498,0.132409048462471,0.163074998260921,0.19361341827272,0.238224860376036,0.163074998260921,0.127450189525895,0.238224860376036,0.304051121218363,0.142026451563498,0.19361341827272,0.238224860376036,0.163074998260921,0.304051121218363,0.304051121218363,0.243677156414128,0.402631596345066,0.238224860376036,0.0636715268145186,0.304051121218363,0.19361341827272,0.304051121218363,0.184015147583005,0.47553108355459,0.720502458320628,0.243677156414128,0.163074998260921,0.142026451563498,0.163074998260921,0.163074998260921,0.163074998260921,0.127450189525895,0.238224860376036,0.132409048462471,0.304051121218363,0.184015147583005,0.0636715268145186,0.142026451563498,0.238224860376036,0.144176356477088,0.243677156414128,0.238224860376036,0.184015147583005,0.163074998260921,0.19361341827272,0.163074998260921,0.129549753265667,0.144176356477088,0.19361341827272,0.238224860376036,0.19361341827272,0.238224860376036,0.842271159281001,0.238224860376036,0.304051121218363,0.19361341827272,0.19361341827272,0.163074998260921,0.19361341827272,0.0999899660382537,0.163074998260921,0.163074998260921,0.302808285044318,0.19361341827272,1,0.144176356477088,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.163074998260921,0.163074998260921,0.19361341827272,0.117323026763923,0.127450189525895,0.142026451563498,0.304051121218363,0.238224860376036,0.163074998260921,0.146860142269342,0.19361341827272,0.238224860376036,0.163074998260921,0.19361341827272,0.142026451563498,0.19361341827272,0.0262176875118606,0.19361341827272,0.163074998260921,0.163074998260921,0.19361341827272,0.238224860376036,0.19361341827272,0.142026451563498,0.238224860376036,0.19361341827272,0.163074998260921,0.304051121218363,0.19361341827272,0.163074998260921,0.163074998260921
